Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,App_Usage_Frequency,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV,
1808,61,Urban,High,500,18109.1,71632.5,4300.7,9054537.6,160,114,1237,5,Monthly,14,71.2,3,909433.4059,
1809,39,Rural,Low,541,7070.2,20851,3164.9,3824989.1,227,63,3942,32,Weekly,6,70.0,3,394676.6503,
1810,26,Urban,Low,791,4223.2,5615.7,938,3340575.7,183,97,3567,4,Weekly,8,53.3,4,345168.6604,
1811,28,Rural,Middle,469,15445.3,60573,3644.4,7243831.1,55,330,1063,18,Weekly,18,59.9,5,732686.3182,
1812,49,Suburban,Low,592,3545.9,9174.9,1149.3,2099166.9,266,18,794,17,Daily,7,19.0,10,221289.0932,
1813,40,Rural,Middle,51,5082.4,16675,717.9,259204.3,35,205,1486,2,Daily,20,39.2,7,33633.35103,
1814,22,Rural,Low,112,2021.9,4394.7,947.9,226450.7,80,213,2483,33,Daily,9,71.9,9,37801.96894,
1815,67,Urban,Low,873,5364.8,10561.3,2297,4683477,6,97,5000,1,Weekly,3,23.9,4,480737.3227,
1816,19,Urban,Low,301,8212.6,18865.9,3023.9,2471992,127,279,1234,0,Monthly,11,71.0,5,252378.6342,
1817,23,Urban,High,90,1292.5,5500.1,640.1,116326.4,68,236,3985,34,Monthly,7,14.4,5,27289.55177,
1818,35,Urban,Middle,229,17435.5,47179.8,1855.1,3992720.6,190,168,2854,50,Daily,0,45.0,4,413955.9294,
1819,44,Urban,Middle,150,10278.4,23093.7,2717.8,1541753.9,244,60,1994,3,Monthly,8,56.5,3,160660.9663,
1820,69,Urban,High,755,11766.2,32143.8,5216.4,8883474.7,9,85,2333,34,Daily,6,43.1,7,900983.6301,
1821,68,Suburban,High,138,7432,8391.8,2030.5,1025616.3,157,261,2291,7,Monthly,8,22.9,5,110638.7055,
1822,66,Rural,High,135,13400,61136.4,1368.1,1809000.8,71,355,761,43,Weekly,6,58.8,2,188596.1936,
1823,60,Rural,Middle,457,8641.3,27713.1,1409.4,3949081.8,134,166,4238,28,Daily,1,15.3,9,413929.2862,
1824,61,Rural,Low,601,15228.7,21614.1,4167,9152426.1,300,228,1784,35,Daily,20,31.6,1,923113.0828,
1825,25,Suburban,High,494,16429.8,35383.7,6032.7,8116335.5,320,60,319,13,Monthly,19,20.9,4,815598.9666,
1826,58,Rural,High,527,13440.3,66317.1,2218.5,7083019,249,164,3992,41,Weekly,15,36.2,7,726454.3605,
1827,49,Suburban,High,333,9831.8,33155.1,2745.2,3273989.1,323,230,4528,48,Weekly,9,28.5,8,346975.0449,
1828,41,Suburban,Low,362,15647.6,33886.7,1644.8,5664418.3,44,82,3650,29,Weekly,9,13.7,10,586505.6971,
1829,56,Suburban,Low,174,9890.8,26758.3,2878.2,1720992.8,116,157,4217,49,Weekly,13,53.7,6,189598.2915,
1830,64,Rural,High,602,2239.1,4554.1,1026.3,1347928,228,191,4889,6,Daily,8,13.5,7,151172.3815,
1831,18,Suburban,Low,213,2335.6,2632.8,791.1,497491.5,57,362,2779,12,Weekly,18,39.7,9,64836.5886,
1832,21,Rural,High,343,18972.2,82872.7,5241.3,6507456.7,244,244,4845,21,Monthly,18,58.1,6,667242.0469,
1833,20,Rural,Low,61,4279.1,9285.3,705.6,261026.6,57,242,3615,44,Daily,20,35.3,7,43518.94294,
1834,20,Urban,Middle,876,16320.3,71052.9,2953.5,14296618.3,143,222,1996,1,Monthly,1,64.0,2,1434881.807,
1835,69,Urban,Middle,732,4941.6,14401.1,645.4,3617281.3,192,168,1296,7,Weekly,19,31.4,7,370397.9865,
1836,62,Suburban,Low,61,8621.3,14928.4,3422.3,525898.9,7,121,3245,20,Daily,18,69.9,7,66426.60324,
1837,38,Suburban,Middle,819,13102.4,55128.1,1714.5,10730876.1,275,2,2285,19,Monthly,10,2.8,2,1081364.76,
1838,64,Rural,Middle,678,3185.8,7991.3,807.8,2159941.7,134,118,109,10,Weekly,5,57.2,5,220723.6368,
1839,24,Suburban,Middle,524,14747.6,56496.7,5898.1,7727720,39,136,411,33,Daily,16,51.3,4,779117.1648,
1840,50,Suburban,High,216,13801.4,60021,5315.3,2981093.8,193,330,70,43,Weekly,4,44.4,7,309359.6618,
1841,35,Rural,Low,589,10866.2,52722.3,3596.9,6400207.7,327,127,3727,4,Weekly,10,22.0,4,650226.9409,
1842,64,Suburban,Low,744,11322.1,15208.6,3719.6,8423669.4,25,241,717,47,Weekly,3,44.4,9,855490.9919,
1843,57,Suburban,Low,624,2124.4,2195.6,289.2,1325612,102,108,2470,29,Weekly,0,43.2,9,147321.3367,
1844,50,Rural,Middle,578,8724.6,27863.8,1482.9,5042832.4,151,299,2288,32,Monthly,15,11.6,5,516955.1209,
1845,65,Rural,High,694,1740.6,3580.3,546.4,1207950.2,217,112,3674,11,Weekly,3,63.5,8,135499.4725,
1846,33,Urban,Low,423,6164.2,17730.7,1474.7,2607451.2,230,163,718,4,Daily,14,39.0,3,263588.6766,
1847,32,Rural,Middle,716,18007.2,23240.8,1937.1,12893183.6,267,275,126,0,Monthly,2,7.3,4,1292578.306,
1848,39,Urban,High,423,11494.9,34557.8,4819.4,4862352.3,162,19,425,34,Weekly,11,28.8,2,491128.1273,
1849,18,Suburban,High,371,14856.6,22276.4,5371.1,5511814.1,287,233,2325,24,Daily,20,16.4,3,560568.6192,
1850,47,Rural,Low,206,11482,49996.6,2644.5,2365287.6,166,20,2541,3,Daily,14,13.0,4,245135.1538,
1851,50,Rural,Low,286,3892.8,15718.9,542.2,1113338.7,247,241,2435,8,Monthly,10,68.2,9,124749.825,
1852,53,Rural,Middle,105,11900.2,15426.2,4004.2,1249522.9,174,260,2818,48,Monthly,2,48.9,4,139010.4456,
1853,28,Suburban,Low,754,15110.2,65659.9,3617.7,11393096.6,9,49,535,43,Monthly,18,22.4,1,1144753.366,
1854,62,Urban,Middle,747,2776.7,6386,561.3,2074206.9,276,154,3533,50,Monthly,10,49.2,2,220733.0967,
1855,40,Suburban,High,688,16340,39402.8,6349.5,11241896,59,3,2334,2,Weekly,7,58.0,7,1135461.977,
1856,24,Suburban,High,723,11112.3,19104.4,2569.8,8034185.4,85,308,2492,29,Monthly,18,23.5,2,812092.8205,
1857,19,Rural,High,543,95.5,414.4,14.7,51835.5,150,292,1144,19,Monthly,1,70.9,3,10274.85507,
1858,29,Urban,High,747,10400.4,27236.7,3043.8,7769077.8,321,169,1721,9,Daily,1,63.6,10,790644.1288,
1859,52,Suburban,Low,242,7919.5,9466.5,3416.4,1916512.5,60,198,3490,19,Monthly,11,57.6,3,201881.9243,
1860,49,Rural,Low,491,5936,28878.5,2611,2914559.2,125,179,3870,39,Daily,7,51.8,8,310460.4373,
1861,26,Suburban,Middle,665,15427.4,31218.2,6784,10259242.2,41,103,1779,2,Weekly,5,3.8,7,1036327.008,
1862,56,Suburban,Middle,708,17991,85362.1,4828.2,12737629.9,337,219,3147,10,Daily,2,2.6,1,1279698.685,
1863,18,Rural,Middle,498,15255.4,33637.5,6352,7597206.8,173,16,905,14,Weekly,10,12.7,8,769347.5864,
1864,43,Rural,Middle,435,16937,73264.4,7453.8,7367588,260,47,2131,27,Daily,15,66.1,3,746459.3093,
1865,44,Urban,Middle,781,18176.5,66469.4,5158.8,14195870.8,326,336,2923,43,Daily,10,16.4,5,1433151.465,
1866,24,Suburban,High,484,18253.5,81139.1,4152.6,8834674.6,173,46,1847,34,Monthly,9,50.8,7,897120.5933,
1867,18,Rural,High,447,2301.6,11288.2,876.4,1028822.6,186,100,306,6,Daily,9,70.6,3,104874.7654,
1868,40,Rural,High,384,9133.1,40970.7,4217.6,3507128,241,183,3516,32,Weekly,16,67.5,8,368326.1264,
1869,49,Urban,Middle,510,15.7,41.1,7.7,8020.6,339,354,3730,41,Daily,10,29.4,8,18345.06307,
1870,27,Urban,High,170,10134.2,43151.5,2189.9,1722811.8,94,216,4432,48,Monthly,13,49.4,9,194447.1921,
1871,57,Rural,High,950,18485.6,71106.9,8918.7,17561354.4,63,134,516,37,Monthly,8,54.9,6,1765471.718,
1872,24,Urban,High,869,3990.1,4973.3,1195.9,3467357.6,221,340,100,18,Weekly,15,40.0,2,348454.9391,
1873,30,Rural,High,323,12799.3,60400.6,2846.7,4134185.1,8,317,2147,43,Monthly,5,38.1,8,429272.5045,
1874,55,Suburban,Low,848,12891.1,36918.2,6385.7,10931684.3,213,9,2220,28,Daily,16,16.9,10,1110204.936,
1875,40,Urban,Middle,474,3215.5,4944.8,1450.6,1524135.7,209,213,2829,1,Weekly,2,49.0,2,158790.0898,
1876,20,Suburban,Middle,232,4778.2,12908.3,1801.2,1108533.9,209,139,1908,43,Monthly,1,21.9,9,127538.567,
1877,26,Suburban,Low,696,9245.8,31551.9,4234.4,6435087.6,85,222,27,18,Daily,10,22.9,2,645541.8944,
1878,49,Suburban,High,359,3772.3,12417.6,1405.5,1354257.7,207,321,4852,8,Monthly,17,19.9,7,151452.7122,
1879,39,Rural,High,275,11704,38613.6,3232.2,3218608.1,347,91,3336,5,Monthly,2,5.7,3,331166.8771,
1880,30,Suburban,High,942,9696,19618.4,4646.5,9133621.8,153,315,2362,16,Weekly,14,60.9,1,918922.0499,
1881,53,Suburban,Middle,911,10388.8,36680.8,5041.7,9464170.9,161,112,4133,1,Weekly,4,62.3,8,962186.7718,
1882,23,Suburban,Middle,32,2698,12490.9,608.9,86336.2,116,113,3676,38,Weekly,10,52.4,7,24493.02901,
1883,20,Rural,Middle,177,10349.9,26440.5,2502.2,1831925.9,362,198,3224,5,Daily,2,66.9,3,192273.3726,
1884,63,Suburban,Middle,917,999.1,3519,252.9,916146.3,251,263,2375,13,Monthly,14,45.8,1,96757.2106,
1885,41,Suburban,Middle,65,17631.9,34839.7,7561.6,1146072.9,183,317,47,48,Weekly,2,46.4,10,128854.9906,
1886,33,Urban,Low,710,6871.6,8198.6,2861.7,4878808.5,164,313,3713,25,Daily,6,64.0,4,500019.7903,
1887,21,Rural,Middle,27,17128.2,57258.2,8448.4,462460.9,328,342,5,17,Daily,6,15.8,5,52877.27089,
1888,52,Suburban,High,663,14036.1,16705.8,4015.5,9305941.5,80,162,769,5,Daily,10,31.9,3,934893.3521,
1889,63,Urban,Middle,815,15325.8,59683.8,6049.2,12490518.9,7,84,1362,11,Monthly,15,51.0,5,1257643.664,
1890,28,Rural,Low,479,6297.7,23184.6,2787.9,3016619.6,325,45,3340,37,Weekly,3,20.1,1,311913.9076,
1891,43,Rural,High,268,4562.6,11302.9,860,1222777.2,87,45,816,21,Monthly,10,17.2,7,131921.9464,
1892,20,Rural,Low,597,8140.7,21533.6,2834.8,4860024,8,271,3828,13,Daily,13,64.8,2,496060.8767,
1893,28,Rural,High,66,494.3,2308.8,157.7,32622.1,36,210,7,12,Monthly,7,71.7,5,7023.295511,
1894,32,Rural,Middle,133,18375.9,19341.3,7297.6,2443998.2,251,174,4872,8,Weekly,16,28.4,10,264333.5892,
1895,65,Rural,Low,905,7746.4,25200.7,2929.5,7010505.7,100,247,4758,49,Daily,17,17.8,2,715488.9457,
1896,55,Suburban,High,916,19771.2,92795.2,8405.1,18110461.8,79,174,2532,41,Monthly,5,29.7,8,1827091.564,
1897,60,Suburban,Middle,366,15231.4,70916.5,3418.8,5574682.9,286,36,2759,31,Weekly,20,22.6,3,568249.2593,
1898,47,Suburban,High,82,1619.5,5406.9,302.1,132798.6,271,302,328,9,Weekly,19,59.3,1,15327.19262,
1899,44,Suburban,Low,893,13207.2,33347,5574.5,11793997.2,221,298,4495,26,Weekly,19,65.0,6,1195406.206,
1900,66,Urban,Low,831,5424.1,7569.9,1324.7,4507406.2,196,158,4875,13,Weekly,9,28.8,8,468956.4293,
1901,18,Suburban,Low,982,4881.9,8275.5,1049.8,4794060.9,226,139,1912,8,Daily,5,43.6,7,488997.7913,
1902,55,Rural,Low,328,5138.7,19109.2,1206.2,1685489.6,87,33,2385,8,Daily,11,6.6,6,177697.7968,
1903,49,Suburban,Middle,98,18322.3,19541.4,2318.5,1795589.3,58,251,3980,25,Monthly,16,33.8,5,194451.1053,
1904,55,Suburban,High,585,10004.6,45360.3,4094.5,5852693.2,170,326,2466,31,Weekly,12,1.5,8,600979.6416,
1905,42,Rural,Middle,327,13392.7,44888.9,5170.4,4379420.5,97,171,3037,40,Weekly,0,48.6,10,457227.2563,
1906,28,Suburban,Low,542,5626.1,6642.2,1806.4,3049371.7,146,110,1194,34,Daily,3,13.5,4,313557.39,
1907,60,Suburban,High,125,10463.9,20499.4,4043.6,1307982.4,358,167,100,25,Monthly,15,63.3,7,139745.8274,
1908,48,Suburban,Low,210,7008.5,23666.3,1746.9,1471785.4,18,125,2461,40,Monthly,18,45.7,2,155674.37,
1909,21,Urban,Middle,987,6429.6,7345.2,1402.6,6345985,184,214,322,44,Daily,4,66.9,9,646694.4974,
1910,39,Suburban,Middle,784,4946.9,20381,2201,3878375.3,143,295,4124,41,Daily,12,67.6,8,405770.1782,
1911,34,Rural,Middle,725,8186,38308.2,2201.9,5934884.7,334,181,3649,2,Daily,9,13.0,4,604053.3729,
1912,31,Rural,High,133,13204,63971.8,2355.1,1756132.3,62,83,4846,29,Daily,4,37.4,7,194443.5383,
1913,55,Suburban,High,503,4448.7,17503.8,1777.8,2237673.5,163,362,3076,28,Daily,15,14.9,1,232700.9444,
1914,43,Suburban,Low,157,19309.2,85487.8,4525.1,3031548.4,40,319,606,19,Daily,0,33.2,5,309959.7537,
1915,48,Suburban,High,559,2501,8610.5,462,1398052,179,25,516,3,Monthly,11,33.0,2,141283.3084,
1916,63,Rural,High,869,9609.3,27234.6,1065.5,8350518.3,235,246,1108,13,Daily,14,53.2,2,838365.0723,
1917,56,Rural,Middle,875,1709.7,6586.7,834.8,1495999.8,60,41,4335,44,Daily,4,70.3,2,163512.0292,
1918,28,Urban,Low,382,463.1,878.3,132.9,176896.5,228,59,838,38,Monthly,5,45.7,2,24442.70031,
1919,58,Urban,Middle,22,18454.3,26558.3,3039.5,405995,239,177,1121,20,Monthly,10,58.9,5,49044.38673,
1920,60,Urban,Low,974,16209.6,65606.8,6534.5,15788142.6,56,30,3965,6,Weekly,19,29.7,4,1589601.893,
1921,40,Rural,Low,953,13886.2,67108.3,6319,13233516.1,234,45,3341,5,Weekly,13,6.2,1,1330114.716,
1922,68,Urban,High,595,17305.2,57278.7,5385.1,10296572.8,84,309,1336,39,Monthly,1,37.5,6,1041013.044,
1923,57,Suburban,Middle,419,16058.9,47055.4,1788.1,6728695.8,203,154,1259,5,Daily,9,65.2,3,678380.6498,
1924,51,Suburban,High,472,12948.3,40626.7,3186,6111589.1,41,40,3280,24,Monthly,11,18.1,8,625930.2732,
1925,42,Rural,High,234,16948.4,49385.1,3342.9,3965919.3,17,140,1861,3,Daily,8,19.7,2,400661.3792,
1926,53,Urban,High,572,7822.1,21657.8,2773.4,4474243,105,257,644,36,Daily,8,8.4,8,459960.6987,
1927,22,Suburban,Low,454,11059.5,52954.5,3401.3,5021017.2,25,70,2228,24,Daily,9,71.8,6,514039.2441,
1928,20,Rural,Middle,700,15528.4,45328.4,3762.5,10869915,93,136,596,17,Monthly,6,30.4,5,1093528.166,
1929,58,Urban,Middle,570,1705.1,2258.3,612.8,971914,215,236,2810,33,Daily,1,22.2,10,114975.5571,
1930,60,Suburban,High,771,17174.3,69763.2,5732.3,13241402.9,184,112,4536,24,Monthly,0,66.8,6,1340617.805,
1931,66,Urban,Low,162,3145,8070.9,1454.9,509496.6,217,33,467,21,Daily,20,58.6,6,58186.58137,
1932,46,Rural,Middle,301,17292.2,66449.9,5857.2,5204946.1,151,196,964,45,Daily,18,63.3,4,530786.3486,
1933,38,Urban,Middle,306,6233.5,20684.6,1889.3,1907464.5,258,178,1637,13,Monthly,18,68.5,1,195141.9237,
1934,57,Rural,High,2,6542.4,25206,2809.7,13084.8,301,360,2786,36,Monthly,0,61.8,2,11825.02359,
1935,25,Urban,Low,271,1488.2,1857.3,269.3,403311.5,119,134,2813,10,Daily,1,71.0,8,54745.60385,
1936,47,Suburban,High,421,17719.1,20120,3498.2,7459755.2,134,191,226,26,Daily,3,46.4,9,756865.3017,
1937,58,Rural,Middle,143,3498.5,8795.7,1446.4,500280.2,207,335,2808,25,Weekly,15,18.1,4,61715.59837,
1938,68,Rural,Low,700,12604.7,47553.3,3490.7,8823288.3,263,6,1304,34,Monthly,12,12.9,8,895691.2672,
1939,45,Rural,High,864,12882.9,24409.6,3397.2,11130836.2,322,293,513,15,Weekly,11,43.8,10,1124342.102,
1940,54,Urban,Middle,853,5630.2,15390.8,2560.8,4802576.4,190,179,211,39,Weekly,4,26.5,6,488145.3701,
1941,46,Urban,High,960,19713.4,97053.6,6782.3,18924828,158,283,769,19,Weekly,2,10.3,1,1895210.166,
1942,33,Suburban,High,977,1292.7,2403.7,544.4,1262951,76,106,3311,14,Monthly,19,57.6,6,139618.0453,
1943,51,Rural,High,994,12161.4,53409.9,5155.6,12088393.3,52,246,430,13,Daily,1,25.8,7,1217043.318,
1944,17,Rural,Low,736,9596.1,41280.8,1420.3,7062717.2,226,325,3258,45,Daily,4,32.6,1,717272.384,
1945,29,Urban,Middle,879,4917.2,22449.2,1777.5,4322242.8,94,231,259,7,Monthly,0,44.4,9,442058.1858,
1946,28,Urban,Middle,692,3279.4,15283.9,1577.4,2269343.9,292,215,1754,23,Weekly,13,29.5,6,238340.7552,
1947,44,Suburban,Middle,535,14744.3,44664.7,4305.5,7888209.2,291,273,2397,32,Monthly,14,62.5,8,804443.9363,
1948,27,Suburban,Middle,867,18327.1,68318.7,7200.2,15889625.5,322,105,4802,15,Daily,3,70.8,8,1606762.387,
1949,54,Urban,Low,37,2159.8,7506.7,705.6,79914.4,178,23,45,26,Monthly,11,28.4,9,17995.97896,
1950,17,Rural,High,107,3887.7,8692,707.3,415980.1,106,295,876,27,Weekly,9,13.7,1,45573.2078,
1951,47,Suburban,Middle,297,19725.5,41801.4,3512.7,5858483.1,76,161,2917,43,Monthly,17,20.7,6,599537.8898,
1952,28,Urban,Low,741,310.3,734.3,84.9,229934.7,4,194,1955,13,Daily,8,48.9,9,36888.78499,
1953,61,Urban,High,825,10170,19056.8,2981.8,8390214.4,311,266,1600,8,Daily,4,6.8,8,848555.256,
1954,42,Rural,Low,97,10327.1,41613.4,3111.1,1001728.3,187,83,2274,45,Daily,8,48.9,4,112054.1451,
1955,64,Urban,Low,281,5270.6,25606.1,2540.4,1481038.3,20,168,1739,12,Weekly,18,38.5,5,157235.2468,
1956,56,Urban,Middle,110,13263.9,59304.3,1858.3,1459034.2,275,329,3190,50,Daily,19,4.2,9,163925.2185,
1957,32,Suburban,Middle,549,18899.4,35375.1,4766.6,10375753.4,136,143,333,21,Daily,16,30.2,5,1044169.809,
1958,55,Urban,High,552,9009.8,10880.8,2755.4,4973396.6,27,43,1530,29,Monthly,14,17.4,9,511431.2943,
1959,46,Urban,High,597,14990.9,60389,7274.3,8949564.9,136,344,555,31,Monthly,13,10.2,1,899631.9607,
1960,49,Suburban,Middle,814,12924.9,33098.9,3899.8,10520904.8,18,12,2048,15,Weekly,17,67.8,10,1067016.792,
1961,39,Rural,Low,188,9464.1,40681,3881.3,1779252.3,285,22,730,50,Weekly,13,21.7,9,190937.1788,
1962,60,Rural,Middle,752,1005.7,4140.6,402,756322.4,302,18,4823,24,Monthly,19,36.1,10,96918.30645,
1963,50,Suburban,High,870,14837.6,51955.9,4845.6,12908693.4,138,62,4033,48,Daily,2,44.5,9,1310290.823,
1964,63,Suburban,Low,488,7271.4,14698.1,1107.3,3548441.5,232,189,1163,22,Monthly,20,45.7,6,364544.6082,
1965,21,Rural,Low,354,4497.6,6369.3,843.3,1592167.7,340,79,1299,36,Monthly,1,28.1,7,171836.2221,
1966,34,Rural,Low,19,18965.9,38132.7,3718.4,360351.9,257,167,4462,27,Daily,19,20.1,6,53200.78113,
1967,45,Rural,Middle,859,15472.3,47021,1786.5,13290723.2,219,150,4719,2,Monthly,20,41.1,4,1341680.683,
1968,22,Rural,Middle,393,19245.8,94647.8,4843.9,7563580.1,132,223,2020,22,Monthly,5,57.4,7,769005.9961,
1969,25,Rural,High,837,5131.8,6439.1,1766.4,4295296.9,357,105,3686,32,Daily,8,64.5,2,440359.346,
1970,56,Suburban,Low,261,16717.5,30096.3,2636.5,4363269.7,256,254,1940,38,Daily,0,43.0,3,446407.5456,
1971,47,Urban,Low,985,12158.4,42665.1,2067.1,11975975.6,96,7,4396,24,Weekly,14,38.5,4,1210701.069,
1972,49,Rural,Middle,410,19630.3,43529.3,7514.4,8048406.1,274,163,3071,24,Weekly,0,69.6,3,814297.5806,
1973,43,Rural,High,403,18926.9,83922.1,3174.1,7627530.9,334,290,3499,38,Monthly,2,15.4,9,781837.2765,
1974,30,Urban,High,670,19459.6,30311.6,2999.4,13037952.9,301,195,1210,20,Weekly,15,2.2,4,1310331.441,
1975,45,Urban,Low,484,19035.8,92373.9,9349.2,9213344,15,319,4253,30,Daily,14,36.0,10,940696.5343,
1976,52,Urban,Middle,304,163.1,758.5,17.3,49594.8,179,130,1354,48,Daily,14,5.1,1,11992.14606,
1977,44,Urban,Low,624,14824.3,67452.3,3412,9250361.5,260,109,3328,29,Weekly,4,5.2,8,941676.3235,
1978,37,Urban,Middle,656,5446,9216.1,620.7,3572557.6,88,219,2130,38,Daily,9,3.3,4,368213.3373,
1979,19,Urban,High,768,14103.5,32691.7,6138.1,10831481.6,94,319,4109,44,Daily,10,44.9,9,1102800.586,
1980,35,Suburban,Low,967,19612.4,82693.6,6539.1,18965208.1,333,130,3267,44,Monthly,7,45.4,9,1915721.519,
1981,47,Urban,Low,18,796.8,3371.4,95,14342.3,28,244,1235,41,Daily,14,19.2,9,16168.07376,
1982,51,Urban,Low,184,11344.1,43342.4,3926.7,2087312,185,307,4203,33,Monthly,19,32.9,9,229035.2357,
1983,65,Suburban,High,405,14701.7,41050.2,2194.1,5954194,75,297,4726,37,Daily,11,30.7,7,614573.771,
1984,19,Urban,Low,799,5074.6,11399.5,1513.7,4054639,54,85,2778,6,Monthly,3,36.0,9,420403.6125,
1985,42,Rural,High,897,4510.2,21882.7,1658.7,4045638.2,321,255,4260,26,Weekly,9,15.2,7,421881.2346,
1986,32,Rural,Middle,131,1216.3,1893.8,193.9,159336.2,47,327,2908,12,Monthly,15,58.7,8,30015.9187,
1987,27,Urban,High,479,1887.5,2217.8,564,904092.4,248,237,4442,28,Daily,14,21.5,2,103454.5377,
1988,37,Suburban,Middle,793,13138.4,13618.3,3717.7,10418775.6,234,1,1048,22,Monthly,4,24.2,4,1049920.161,
1989,32,Rural,High,757,10109.2,41448.6,4713.9,7652634.3,118,265,1959,7,Monthly,11,47.2,4,772577.2647,
1990,25,Suburban,High,8,611.1,749.8,304.5,4889.2,260,194,1578,20,Monthly,10,70.7,4,7482.212138,
1991,69,Rural,Low,705,19393.5,61178.4,7016.4,13672444.7,230,364,3698,12,Weekly,10,15.5,3,1378001.356,
1992,16,Urban,High,318,13124.4,32406.3,5800.2,4173545.5,290,357,349,25,Daily,12,26.4,1,420960.5465,
1993,37,Suburban,Low,391,10314.2,16375.2,3700.3,4032858.7,241,122,1478,42,Monthly,8,27.6,6,415729.2772,
1994,41,Suburban,Middle,519,5461.8,21641.6,2460.6,2834652.1,332,364,1820,9,Weekly,15,38.6,5,290850.4958,
1995,33,Suburban,Middle,136,13165.4,16062.1,3598.2,1790494,182,4,1241,28,Monthly,15,60.3,3,186011.8762,
1996,65,Rural,Low,531,7289.7,16573.7,2501.8,3870839,317,149,3930,26,Monthly,0,52.5,7,404216.9214,
1997,29,Rural,Middle,913,14052.9,45654.4,6156.1,12830259.6,101,61,875,3,Daily,18,15.6,6,1289302.91,
1998,62,Rural,High,651,13654.6,35633.9,6379.9,8889152.9,248,282,3720,41,Weekly,18,51.6,4,904069.3636,
1999,44,Urban,Low,367,1863.9,3796.1,204.8,684069.1,349,117,1541,30,Monthly,20,10.0,9,83338.29764,
2000,27,Rural,Low,489,18186.1,85547.6,2574.8,8893013.4,358,172,3705,16,Daily,3,14.6,4,901672.1321,
2001,51,Urban,Low,689,9744.6,46032.4,4604,6714039.9,113,334,3701,7,Monthly,4,29.0,9,688085.768,
2002,50,Suburban,Middle,11,7865,20955.3,2575,86514.7,221,238,3538,36,Daily,2,25.5,3,20814.97258,
2003,67,Suburban,Middle,998,19109.7,49207,9479.9,19071468.9,339,138,819,19,Weekly,18,62.8,7,1916473.471,
2004,27,Urban,High,553,8769.8,19552.6,3657.5,4849701.4,148,218,3909,46,Weekly,12,71.8,7,502577.9738,
2005,22,Rural,High,446,14427.2,63811.9,6164.1,6434533.9,296,82,4016,9,Weekly,12,15.4,1,652106.4657,
2006,44,Urban,Low,114,13106.2,42879,3334.9,1494104.3,197,219,208,50,Monthly,18,47.7,1,154778.9164,
2007,26,Suburban,High,692,3311.2,4496.8,672.2,2291316.2,69,337,1884,49,Weekly,12,42.4,2,238484.0721,
2008,48,Suburban,Middle,706,19822.9,87484.3,6726,13994998.5,288,202,4502,43,Weekly,4,55.6,4,1415717.634,
2009,21,Urban,High,196,9277.5,29127,4189.8,1818380.3,24,75,2128,33,Daily,16,50.7,2,191301.3107,
2010,62,Rural,Middle,860,7901.7,21037.2,3083.9,6795465.1,186,47,3988,38,Weekly,17,20.6,10,699620.7638,
2011,30,Rural,High,737,18393.1,43250.6,5313.2,13555695.3,170,344,106,10,Daily,11,60.7,10,1364376.207,
2012,47,Urban,Middle,843,10589.5,14801,4249.3,8926926.9,291,339,2695,46,Weekly,16,35.0,5,906627.6037,
2013,66,Urban,Middle,323,14104.5,68079.7,5305.5,4555749.8,32,236,2485,11,Monthly,17,67.2,2,462585.6451,
2014,26,Rural,High,936,16926.5,67113,7874.5,15843165.1,301,151,3085,9,Monthly,0,40.8,8,1599272.092,
2015,38,Suburban,High,773,4717.5,7204.2,969.1,3646653,176,123,4786,12,Weekly,1,21.6,6,379211.3509,
2016,41,Urban,Middle,512,3397.6,10346.1,501.9,1739590.2,364,246,4029,33,Daily,12,64.6,3,185994.2129,
2017,49,Rural,Low,628,1379.5,4445,397.3,866295.3,342,254,1425,29,Monthly,9,59.7,2,92346.67775,
2018,61,Rural,High,981,17943.7,29993.9,4386,17602764.5,177,54,4605,14,Monthly,2,68.2,9,1779620.582,
2019,49,Suburban,Middle,662,4015.3,10877.1,1967.3,2658153.9,290,187,1117,7,Monthly,14,64.4,1,267498.8312,
2020,44,Suburban,High,630,6162,22078.4,634.7,3882062.1,144,281,2129,37,Daily,0,18.4,6,402104.3213,
2021,19,Suburban,High,165,5723.3,12225.2,2709.1,944341.3,11,67,4056,35,Weekly,11,58.9,7,111934.6917,
2022,32,Suburban,High,252,6098.7,14188.3,2939.8,1536875.9,147,141,240,39,Monthly,3,43.2,9,165816.0304,
2023,50,Suburban,High,779,13364.5,19888,1608.9,10410978.2,348,21,164,21,Monthly,1,29.6,7,1048440.811,
2024,28,Urban,High,44,19082.7,50625.8,8698.4,839640.1,310,22,1496,4,Monthly,19,1.5,4,89478.86414,
2025,56,Rural,Low,470,6595.8,21999.7,1901.6,3100013.9,195,175,3101,31,Monthly,18,50.5,2,319310.6444,
2026,54,Urban,Low,489,8158.9,11961.7,3316.3,3989685.8,76,191,2506,19,Monthly,18,61.6,6,409710.8254,
2027,30,Urban,Low,181,15425.2,53358,2031.5,2791966.3,160,285,303,22,Monthly,19,43.9,10,290812.4533,
2028,44,Urban,Middle,77,8652.4,22420,4171.2,666237.5,100,305,4774,39,Weekly,19,23.1,7,85121.1225,
